"";"sexe";"nbenf";"moyf";"a52p";"a52m"
"613";"1";2;68,2352941176471;"6";"6"
"614";"1";2;77,6470588235294;"2";"2"
"615";"2";2;69,4117647058823;"5";"5"
"616";"1";2;56,4705882352941;"1";"3"
"617";"2";2;64,7058823529412;"2";"7"
"618";"2";2;50,5882352941176;"4";"4"
"619";"2";2;81,1764705882353;"7";"8"
"620";"2";2;70,5882352941177;"7";"7"
"621";"1";3;91,7647058823529;"2";"8"
"622";"1";2;87,0588235294118;"4";"7"
"623";"2";2;81,1764705882353;"4";"2"
"624";"2";2;89,4117647058823;"8";"8"
"625";"1";2;87,0588235294118;"4";"6"
"626";"2";2;87,0588235294118;"6";"1"
"627";"1";4;78,8235294117647;"3";"6"
"628";"1";2;72,9411764705882;"4";"2"
"629";"1";2;75,2941176470588;"4";"4"
"630";"1";3;76,4705882352941;"8";"7"
"631";"1";1;57,6470588235294;"7";"4"
"632";"1";2;74,1176470588235;"1";"6"
"633";"1";3;78,8235294117647;"1";"1"
"634";"2";2;71,7647058823529;"8";"8"
"635";"1";2;61,1764705882353;"2";"6"
"636";"1";2;44,7058823529412;"8";"8"
"637";"1";3;82,3529411764706;"4";"4"
"638";"2";6;64,7058823529412;"1";"1"
"639";"1";2;77,6470588235294;"4";"4"
"640";"1";2;76,4705882352941;"7";"7"
"641";"1";3;78,8235294117647;"5";"6"
"642";"1";2;78,8235294117647;"3";"3"
"643";"1";2;82,3529411764706;"4";"5"
"644";"2";2;68,2352941176471;"2";"6"
"645";"2";4;55,2941176470588;"1";"1"
"646";"1";2;80;"4";"5"
"647";"1";2;81,1764705882353;"4";"3"
"648";"1";2;43,5294117647059;"4";"4"
"649";"1";3;52,9411764705882;"3";"3"
"650";"2";3;70,5882352941177;"5";"2"
"651";"1";2;65,8823529411765;"5";"4"
"652";"1";3;77,6470588235294;"8";"8"
"653";"2";2;64,7058823529412;"3";"7"
"654";"1";3;71,7647058823529;"5";"6"
"655";"2";3;78,8235294117647;"3";"3"
"656";"1";2;71,7647058823529;"1";"4"
"657";"2";4;65,8823529411765;"1";"1"
"658";"2";2;89,4117647058823;"6";"3"
"659";"2";2;94,1176470588235;"7";"8"
"660";"2";2;81,1764705882353;"2";"1"
"661";"2";2;84,7058823529412;"5";"6"
"662";"2";2;80;"5";"6"
"663";"2";2;85,8823529411765;"8";"6"
"664";"2";3;74,1176470588235;"6";"6"
"665";"2";2;75,2941176470588;"5";"5"
"666";"2";2;70,5882352941177;"5";"5"
"667";"2";2;81,1764705882353;"5";"5"
"668";"2";2;70,5882352941177;"6";"6"
"669";"2";4;65,8823529411765;"1";"6"
"670";"2";3;83,5294117647059;"1";"6"
"671";"1";3;87,0588235294118;"4";"4"
"672";"1";2;70,5882352941177;"5";"2"
"673";"2";3;70,5882352941177;"2";"4"
"674";"1";2;76,4705882352941;"1";"1"
"675";"2";1;61,1764705882353;"4";"2"
"676";"1";1;67,0588235294118;"2";"5"
"677";"1";1;61,1764705882353;"4";"4"
"678";"1";8;56,4705882352941;"1";"1"
"679";"2";3;54,1176470588235;"2";"2"
"680";"2";2;70,5882352941177;"1";"1"
"681";"2";2;76,4705882352941;"5";"5"
"682";"1";2;65,8823529411765;"4";"7"
"683";"1";2;54,1176470588235;"4";"4"
"684";"1";2;57,6470588235294;"2";"4"
"685";"2";2;84,7058823529412;"8";"8"
"686";"2";1;85,8823529411765;"4";"7"
"687";"2";3;76,4705882352941;"4";"2"
"688";"2";1;70,5882352941177;"1";"2"
"689";"2";2;70,5882352941177;"7";"4"
"690";"1";1;52,9411764705882;"7";"7"
"691";"2";2;81,1764705882353;"1";"6"
"692";"1";4;72,9411764705882;"7";"6"
"693";"2";2;81,1764705882353;"6";"6"
"694";"1";3;77,6470588235294;"6";"6"
"695";"1";3;72,9411764705882;"6";"2"
"696";"2";2;89,4117647058823;"4";"4"
"697";"1";2;58,8235294117647;"4";"3"
"698";"1";2;56,4705882352941;"6";"5"
"699";"2";2;83,5294117647059;"6";"6"
"700";"1";4;43,5294117647059;"2";"1"
"701";"1";4;85,8823529411765;"2";"3"
"702";"1";3;81,1764705882353;"1";"1"
"703";"1";2;63,5294117647059;"2";"5"
"704";"1";2;70,5882352941177;"4";"6"
"705";"2";2;80;"6";"6"
"706";"1";3;71,7647058823529;"2";"2"
"707";"1";2;51,7647058823529;"1";"1"
"708";"1";2;67,0588235294118;"4";"4"
"709";"1";1;70,5882352941177;"6";"4"
"710";"1";3;87,0588235294118;"7";"6"
"711";"1";4;68,2352941176471;"1";"1"
"712";"1";3;70,5882352941177;"4";"6"
"713";"2";2;65,8823529411765;"8";"8"
"714";"2";4;67,0588235294118;"6";"4"
"715";"1";2;29,4117647058824;"6";"3"
"716";"2";3;88,235294117647;"1";"5"
"717";"2";2;95,2941176470588;"4";"6"
"718";"1";1;75,2941176470588;"2";"5"
"719";"2";2;90,5882352941177;"7";"4"
"720";"2";2;76,4705882352941;"6";"4"
"721";"1";3;61,1764705882353;"2";"2"
"722";"1";3;62,3529411764706;"4";"5"
"723";"2";3;55,2941176470588;"1";"1"
"724";"1";3;68,2352941176471;"2";"1"
"725";"2";2;80;"3";"3"
"726";"1";3;84,7058823529412;"2";"2"
"727";"2";2;84,7058823529412;"6";"6"
"728";"2";4;88,235294117647;"1";"1"
"729";"1";2;54,1176470588235;"1";"1"
"730";"1";2;61,1764705882353;"1";"6"
"731";"1";2;76,4705882352941;"2";"1"
"732";"1";2;57,6470588235294;"2";"4"
"733";"1";2;77,6470588235294;"3";"2"
"734";"1";5;80;"2";"2"
"735";"2";3;78,8235294117647;"1";"1"
"736";"2";2;65,8823529411765;"4";"2"
"737";"1";3;78,8235294117647;"6";"5"
"738";"1";2;67,0588235294118;"2";"1"
"739";"1";2;54,1176470588235;"2";"2"
"740";"1";1;81,1764705882353;"4";"6"
"741";"1";3;61,1764705882353;"2";"4"
"742";"2";2;82,3529411764706;"6";"2"
"743";"1";2;75,2941176470588;"6";"3"
"744";"2";3;77,6470588235294;"7";"4"
"745";"1";3;48,2352941176471;"6";"4"
"746";"2";2;56,4705882352941;"6";"4"
"747";"2";2;81,1764705882353;"4";"2"
"748";"2";3;60;"6";"2"
"749";"2";2;77,6470588235294;"6";"6"
"750";"1";3;74,1176470588235;"4";"5"
"751";"2";3;84,7058823529412;"4";"4"
"752";"1";2;67,0588235294118;"4";"5"
"753";"1";2;95,2941176470588;"8";"8"
"754";"2";3;65,8823529411765;"1";"1"
"755";"2";4;37,6470588235294;"1";"1"
"756";"1";2;54,1176470588235;"1";"1"
"757";"1";3;60;"1";"2"
"758";"2";3;70,5882352941177;"7";"4"
"759";"1";4;55,2941176470588;"2";"1"
"760";"2";1;92,9411764705882;"3";"6"
"761";"1";2;75,2941176470588;"1";"3"
"762";"1";4;56,4705882352941;"4";"1"
"763";"1";5;14,1176470588235;"1";"1"
"764";"2";3;65,8823529411765;"2";"5"
"765";"2";6;78,8235294117647;"1";"1"
"766";"2";1;85,8823529411765;"5";"3"
"767";"2";1;95,2941176470588;"4";"3"
"768";"2";3;89,4117647058823;"1";"3"
"769";"1";2;80;"6";"6"
"770";"2";10;37,6470588235294;"1";"1"
"771";"2";7;65,8823529411765;"1";"1"
"772";"1";1;74,1176470588235;"2";"2"
"773";"1";2;84,7058823529412;"7";"5"
"774";"1";2;48,2352941176471;"6";"7"
"775";"2";3;69,4117647058823;"1";"1"
"776";"1";2;78,8235294117647;"3";"5"
"777";"1";3;54,1176470588235;"1";"4"
"778";"1";1;55,2941176470588;"2";"2"
"779";"1";1;70,5882352941177;"4";"1"
"780";"1";3;60;"4";"1"
"781";"2";1;71,7647058823529;"5";"2"
"782";"1";3;49,4117647058823;"1";"2"
"783";"2";3;88,235294117647;"5";"5"
"784";"2";3;91,7647058823529;"7";"5"
"785";"1";2;90,5882352941177;"8";"7"
"786";"1";5;54,1176470588235;"1";"1"
"787";"1";2;78,8235294117647;"7";"8"
"788";"1";1;65,8823529411765;"6";"6"
"789";"2";1;42,3529411764706;"4";"2"
"790";"2";3;74,1176470588235;"4";"7"
"791";"2";4;55,2941176470588;"1";"1"
"792";"2";4;62,3529411764706;"4";"1"
"793";"2";4;67,0588235294118;"4";"2"
"794";"1";4;69,4117647058823;"2";"2"
"795";"1";4;56,4705882352941;"4";"2"
"796";"1";2;61,1764705882353;"4";"7"
"797";"1";3;49,4117647058823;"2";"2"
"798";"1";2;63,5294117647059;"4";"2"
"799";"1";2;71,7647058823529;"2";"4"
"800";"1";5;61,1764705882353;"1";"4"
"801";"1";1;61,1764705882353;"4";"6"
"802";"1";4;51,7647058823529;"5";"1"
"803";"2";2;90,5882352941177;"8";"8"
"804";"2";2;83,5294117647059;"8";"2"
"805";"1";4;84,7058823529412;"6";"3"
"806";"2";2;85,8823529411765;"8";"8"
"807";"2";5;76,4705882352941;"1";"3"
"808";"2";3;83,5294117647059;"4";"3"
"809";"2";3;89,4117647058823;"6";"6"
"810";"2";3;91,7647058823529;"1";"1"
"811";"2";4;84,7058823529412;"2";"2"
"812";"2";3;77,6470588235294;"7";"4"
"813";"1";4;32,9411764705882;"4";"4"
"814";"2";2;88,235294117647;"2";"3"
"815";"2";2;92,9411764705882;"8";"8"
"816";"2";2;76,4705882352941;"6";"3"
"817";"1";2;95,2941176470588;"8";"7"
"818";"1";2;71,7647058823529;"6";"3"
"819";"2";2;80;"3";"6"
"820";"2";2;76,4705882352941;"1";"2"
"821";"2";3;63,5294117647059;"8";"7"
"822";"2";1;80;"6";"2"
"823";"1";1;27,0588235294118;"3";"6"
"824";"1";2;84,7058823529412;"7";"4"
"825";"1";3;68,2352941176471;"4";"6"
"826";"2";3;60;"4";"1"
"827";"1";3;67,0588235294118;"2";"2"
"828";"1";1;60;"7";"5"
"829";"2";4;25,8823529411765;"1";"1"
"830";"1";3;61,1764705882353;"2";"1"
"831";"2";1;74,1176470588235;"2";"2"
"832";"1";2;61,1764705882353;"4";"4"
"833";"2";3;77,6470588235294;"4";"4"
"834";"2";2;92,9411764705882;"2";"2"
"835";"2";3;84,7058823529412;"4";"4"
"836";"2";3;80;"6";"7"
"837";"1";3;67,0588235294118;"5";"4"
"838";"1";2;84,7058823529412;"4";"4"
"839";"2";2;84,7058823529412;"6";"4"
"840";"2";3;63,5294117647059;"2";"2"
"841";"2";1;70,5882352941177;"4";"6"
"842";"2";2;89,4117647058823;"5";"3"
"843";"1";3;78,8235294117647;"7";"6"
"844";"1";3;68,2352941176471;"4";"1"
"845";"1";3;70,5882352941177;"4";"4"
"846";"1";3;70,5882352941177;"3";"6"
"847";"2";3;78,8235294117647;"6";"6"
"848";"2";2;85,8823529411765;"1";"7"
"849";"1";2;76,4705882352941;"6";"6"
"850";"2";3;75,2941176470588;"4";"3"
"851";"1";3;83,5294117647059;"2";"3"
"852";"2";2;63,5294117647059;"1";"1"
"853";"1";3;56,4705882352941;"2";"1"
"854";"1";2;70,5882352941177;"5";"5"
"855";"1";2;60;"3";"2"
"856";"1";1;75,2941176470588;"7";"7"
"857";"1";2;64,7058823529412;"2";"2"
"858";"2";1;72,9411764705882;"4";"1"
"859";"1";3;50,5882352941176;"4";"1"
"860";"2";3;69,4117647058823;"4";"6"
"861";"2";2;78,8235294117647;"4";"5"
"862";"1";2;85,8823529411765;"7";"2"
"863";"2";1;78,8235294117647;"4";"2"
"864";"2";2;90,5882352941177;"4";"3"
"865";"1";2;78,8235294117647;"6";"6"
"866";"1";2;88,235294117647;"4";"5"
"867";"2";1;78,8235294117647;"4";"5"
"868";"2";2;88,235294117647;"7";"5"
"869";"2";2;78,8235294117647;"4";"4"
"870";"2";1;92,9411764705882;"3";"6"
"871";"2";3;88,235294117647;"7";"8"
"872";"1";2;89,4117647058823;"2";"4"
"873";"2";2;82,3529411764706;"3";"4"
"874";"1";2;94,1176470588235;"8";"7"
"875";"2";2;63,5294117647059;"5";"7"
"876";"1";1;82,3529411764706;"5";"5"
"877";"2";2;90,5882352941177;"6";"6"
"878";"2";3;88,235294117647;"1";"3"
"879";"2";2;57,6470588235294;"7";"7"
"880";"1";2;78,8235294117647;"6";"6"
"881";"1";4;76,4705882352941;"1";"1"
"882";"1";2;78,8235294117647;"6";"3"
"883";"2";2;74,1176470588235;"1";"1"
"884";"2";2;87,0588235294118;"1";"2"
"885";"2";4;67,0588235294118;"4";"5"
"886";"2";3;84,7058823529412;"2";"6"
"887";"1";3;80;"4";"5"
"888";"1";2;83,5294117647059;"6";"6"
"889";"1";3;64,7058823529412;"5";"5"
"890";"2";1;84,7058823529412;"1";"6"
"891";"1";2;91,7647058823529;"8";"5"
"892";"2";2;64,7058823529412;"2";"2"
"893";"2";2;69,4117647058823;"6";"7"
"894";"1";1;76,4705882352941;"4";"5"
"895";"1";2;67,0588235294118;"6";"3"
"896";"2";3;77,6470588235294;"7";"4"
"897";"2";2;71,7647058823529;"2";"6"
"898";"2";1;76,4705882352941;"6";"6"
"899";"1";2;70,5882352941177;"4";"5"
"900";"1";5;64,7058823529412;"1";"2"
"901";"1";2;80;"4";"2"
"902";"2";4;47,0588235294118;"1";"1"
"903";"2";6;62,3529411764706;"4";"1"
"904";"1";1;89,4117647058823;"5";"7"
"905";"1";1;61,1764705882353;"2";"3"
"906";"1";3;55,2941176470588;"2";"2"
"907";"1";1;77,6470588235294;"4";"5"
"908";"2";3;83,5294117647059;"1";"4"
"909";"1";3;63,5294117647059;"6";"2"
"910";"1";1;80;"4";"2"
"911";"2";2;69,4117647058823;"4";"3"
"912";"1";2;70,5882352941177;"4";"6"
"913";"1";2;83,5294117647059;"8";"6"
"914";"1";2;70,5882352941177;"4";"4"
"915";"1";2;85,8823529411765;"4";"4"
"916";"2";3;68,2352941176471;"6";"5"
"917";"1";3;78,8235294117647;"7";"5"
"918";"1";2;85,8823529411765;"6";"6"
"919";"1";2;67,0588235294118;"1";"3"
"920";"2";3;91,7647058823529;"4";"6"
"921";"1";2;69,4117647058823;"5";"6"
"922";"1";4;87,0588235294118;"8";"7"
"923";"2";2;83,5294117647059;"2";"6"
"924";"1";2;87,0588235294118;"8";"7"
"925";"1";2;89,4117647058823;"6";"6"
"926";"2";3;83,5294117647059;"3";"4"
"927";"1";2;89,4117647058823;"6";"7"
"928";"1";1;70,5882352941177;"5";"6"
"929";"1";2;62,3529411764706;"4";"2"
"930";"1";3;72,9411764705882;"3";"3"
"931";"1";2;57,6470588235294;"2";"5"
"932";"1";3;50,5882352941176;"5";"6"
"933";"1";2;77,6470588235294;"1";"1"
"934";"2";2;80;"5";"6"
"935";"2";2;68,2352941176471;"4";"5"
"936";"1";2;56,4705882352941;"8";"8"
"937";"2";3;54,1176470588235;"4";"6"
"938";"1";2;85,8823529411765;"2";"6"
"939";"2";2;71,7647058823529;"3";"7"
"940";"2";2;87,0588235294118;"2";"5"
"941";"1";4;64,7058823529412;"6";"8"
"942";"2";2;84,7058823529412;"2";"2"
"943";"2";3;49,4117647058823;"3";"5"
"944";"2";2;71,7647058823529;"4";"4"
"945";"1";2;81,1764705882353;"7";"6"
"946";"2";2;63,5294117647059;"4";"2"
"947";"1";4;69,4117647058823;"6";"5"
"948";"1";4;62,3529411764706;"6";"5"
"949";"2";2;71,7647058823529;"4";"1"
"950";"2";4;60;"1";"4"
"951";"1";3;70,5882352941177;"1";"1"
"952";"1";1;68,2352941176471;"2";"2"
"953";"1";2;83,5294117647059;"2";"6"
"954";"2";2;47,0588235294118;"2";"2"
"955";"1";3;62,3529411764706;"2";"2"
"956";"2";3;89,4117647058823;"4";"5"
"957";"2";3;68,2352941176471;"6";"6"
"958";"1";3;60;"4";"3"
"959";"1";2;70,5882352941177;"4";"6"
"960";"1";2;67,0588235294118;"2";"2"
"961";"1";1;68,2352941176471;"8";"8"
"962";"2";2;75,2941176470588;"2";"3"
"963";"2";2;87,0588235294118;"3";"6"
"964";"2";1;44,7058823529412;"2";"5"
"965";"2";2;58,8235294117647;"3";"4"
"966";"2";1;85,8823529411765;"4";"6"
"967";"1";1;75,2941176470588;"1";"7"
"968";"2";4;94,1176470588235;"8";"3"
"969";"1";2;95,2941176470588;"8";"8"
"970";"1";4;72,9411764705882;"8";"6"
"971";"1";3;82,3529411764706;"8";"8"
"972";"1";3;77,6470588235294;"8";"8"
"973";"2";2;90,5882352941177;"7";"8"
"974";"1";3;83,5294117647059;"8";"7"
"975";"2";2;98,8235294117647;"8";"4"
"976";"1";3;82,3529411764706;"8";"6"
"977";"2";2;85,8823529411765;"8";"8"
"978";"1";2;82,3529411764706;"7";"8"
"979";"1";2;75,2941176470588;"7";"7"
"980";"1";2;87,0588235294118;"8";"7"
"981";"2";2;76,4705882352941;"7";"7"
"982";"2";4;84,7058823529412;"8";"8"
"983";"2";2;72,9411764705882;"6";"6"
"984";"1";3;81,1764705882353;"6";"3"
"985";"2";1;82,3529411764706;"4";"2"
"986";"2";4;84,7058823529412;"1";"3"
"987";"1";3;61,1764705882353;"2";"3"
"988";"2";6;54,1176470588235;"1";"1"
"989";"2";4;82,3529411764706;"1";"1"
"990";"2";2;75,2941176470588;"4";"1"
"991";"2";2;52,9411764705882;"4";"4"
"992";"1";3;64,7058823529412;"3";"3"
"993";"2";4;83,5294117647059;"8";"8"
"994";"2";3;80;"8";"8"
"995";"2";1;75,2941176470588;"4";"4"
"996";"1";3;85,8823529411765;"8";"6"
"997";"2";4;75,2941176470588;"8";"4"
"998";"1";1;77,3809523809524;"7";"4"
"999";"2";2;82,3529411764706;"4";"7"
"1000";"1";3;82,3529411764706;"8";"7"
"1001";"2";5;70,5882352941177;"3";"6"
"1002";"1";3;76,4705882352941;"6";"3"
"1003";"1";2;81,1764705882353;"8";"8"
"1004";"2";2;91,7647058823529;"7";"8"
"1005";"2";3;56,4705882352941;"4";"3"
"1006";"2";1;63,5294117647059;"7";"8"
"1007";"1";2;83,5294117647059;"7";"7"
"1008";"1";1;89,4117647058823;"6";"6"
"1009";"1";4;63,5294117647059;"1";"1"
"1010";"1";2;71,7647058823529;"4";"1"
"1011";"1";4;62,3529411764706;"1";"1"
"1012";"2";6;69,4117647058823;"1";"1"
"1013";"2";3;88,235294117647;"8";"8"
"1014";"2";2;67,0588235294118;"4";"4"
"1015";"1";10;84,7058823529412;"1";"1"
"1016";"1";3;70,5882352941177;"1";"4"
"1017";"1";1;51,7647058823529;"4";"6"
"1018";"1";2;89,4117647058823;"6";"6"
"1019";"1";7;49,4117647058823;"1";"1"
"1020";"2";1;87,0588235294118;"4";"3"
"1021";"2";3;72,9411764705882;"1";"2"
"1022";"1";3;74,1176470588235;"4";"4"
"1023";"1";5;80;"2";"6"
"1024";"1";4;89,4117647058823;"7";"3"
"1025";"1";4;76,4705882352941;"1";"2"
"1026";"1";1;71,7647058823529;"3";"2"
"1027";"1";3;44,7058823529412;"1";"2"
"1028";"1";4;55,2941176470588;"8";"6"
"1029";"1";2;80;"1";"1"
"1030";"2";4;47,0588235294118;"2";"1"
"1031";"2";5;48,2352941176471;"1";"1"
"1032";"2";4;52,9411764705882;"1";"1"
"1033";"2";2;78,8235294117647;"2";"2"
"1034";"1";3;57,6470588235294;"1";"1"
"1035";"2";1;52,9411764705882;"6";"8"
"1036";"1";2;71,7647058823529;"7";"2"
"1037";"2";4;68,2352941176471;"6";"5"
"1038";"1";3;55,2941176470588;"8";"7"
"1039";"1";1;50,5882352941176;"6";"2"
"1040";"2";6;65,8823529411765;"2";"2"
"1041";"1";3;70,5882352941177;"2";"2"
"1042";"1";1;84,7058823529412;"4";"6"
"1043";"1";3;67,0588235294118;"1";"2"
"1044";"2";2;77,6470588235294;"3";"3"
"1045";"1";2;87,0588235294118;"8";"8"
"1046";"2";2;82,3529411764706;"4";"4"
"1047";"1";2;69,4117647058823;"2";"1"
"1048";"1";3;74,1176470588235;"4";"3"
"1049";"2";2;69,4117647058823;"4";"4"
"1050";"1";1;62,3529411764706;"8";"8"
"1051";"2";2;61,1764705882353;"4";"6"
"1052";"1";3;83,3333333333333;"6";"4"
"1053";"1";5;50,5882352941176;"1";"1"
"1054";"2";2;70,5882352941177;"4";"6"
"1055";"2";2;60;"5";"6"
"1056";"1";1;67,0588235294118;"2";"2"
"1057";"2";2;75,2941176470588;"1";"4"
"1058";"2";3;65,8823529411765;"1";"1"
"1059";"1";2;90,5882352941177;"8";"6"
"1060";"2";3;64,7058823529412;"8";"7"
"1061";"2";1;56,4705882352941;"6";"2"
"1062";"2";2;81,1764705882353;"6";"2"
"1063";"1";2;87,0588235294118;"3";"5"
"1064";"1";2;88,235294117647;"8";"6"
"1065";"2";2;87,0588235294118;"2";"2"
"1066";"2";2;63,5294117647059;"5";"1"
"1067";"2";2;92,9411764705882;"7";"4"
"1068";"2";2;77,6470588235294;"8";"6"
"1069";"1";4;57,6470588235294;"6";"3"
"1070";"2";2;74,1176470588235;"6";"1"
"1071";"2";2;91,7647058823529;"1";"3"
"1072";"2";2;77,6470588235294;"3";"3"
"1073";"1";2;69,4117647058823;"4";"3"
"1074";"2";2;88,235294117647;"6";"8"
"1075";"2";1;74,1176470588235;"2";"2"
"1076";"1";2;94,1176470588235;"2";"3"
"1077";"1";3;74,1176470588235;"8";"6"
"1078";"2";2;87,0588235294118;"3";"4"
"1079";"2";1;87,0588235294118;"2";"2"
"1080";"1";2;83,5294117647059;"2";"2"
"1081";"1";2;87,0588235294118;"7";"7"
"1082";"2";2;75,2941176470588;"1";"3"
"1083";"2";4;57,6470588235294;"1";"1"
"1084";"1";2;44,7058823529412;"2";"2"
"1085";"1";1;67,0588235294118;"5";"2"
"1086";"2";3;65,8823529411765;"8";"3"
"1087";"1";3;65,8823529411765;"4";"4"
"1088";"2";1;63,5294117647059;"1";"1"
"1089";"2";3;63,5294117647059;"5";"5"
"1090";"2";1;70,5882352941177;"1";"1"
"1091";"2";2;54,1176470588235;"5";"5"
"1092";"1";4;76,4705882352941;"4";"4"
"1093";"1";2;74,1176470588235;"7";"7"
"1094";"1";3;71,7647058823529;"8";"8"
"1095";"2";2;83,5294117647059;"3";"3"
"1096";"1";2;21,1764705882353;"8";"7"
"1097";"1";2;77,6470588235294;"6";"4"
"1098";"2";2;92,9411764705882;"4";"1"
"1099";"2";2;90,5882352941177;"1";"8"
"1100";"1";4;55,2941176470588;"4";"5"
"1101";"1";3;57,6470588235294;"4";"3"
"1102";"2";3;72,9411764705882;"4";"2"
"1103";"1";7;54,7619047619048;"1";"1"
"1104";"2";6;51,7647058823529;"2";"2"
"1105";"2";2;51,7647058823529;"6";"5"
"1106";"1";3;80,9523809523809;"8";"6"
"1107";"2";1;87,0588235294118;"4";"4"
"1108";"1";3;78,8235294117647;"2";"5"
"1109";"1";3;89,4117647058823;"4";"6"
"1110";"1";2;58,8235294117647;"6";"6"
"1111";"2";2;65,8823529411765;"1";"1"
"1112";"2";1;56,4705882352941;"1";"1"
"1113";"1";3;38,8235294117647;"4";"3"
"1114";"1";1;82,3529411764706;"3";"3"
"1115";"1";3;71,7647058823529;"6";"5"
"1116";"2";3;77,6470588235294;"2";"4"
"1117";"2";3;57,6470588235294;"2";"1"
"1118";"1";2;85,8823529411765;"8";"6"
"1119";"2";2;62,3529411764706;"5";"3"
"1120";"2";3;61,1764705882353;"2";"2"
"1121";"2";2;58,8235294117647;"1";"1"
"1122";"1";1;72,9411764705882;"4";"1"
"1123";"2";1;72,9411764705882;"5";"7"
"1124";"2";2;78,8235294117647;"2";"2"
"1125";"2";2;74,1176470588235;"2";"2"
"1126";"1";5;57,6470588235294;"1";"1"
"1127";"1";2;75,2941176470588;"8";"4"
"1128";"1";3;75,2941176470588;"8";"6"
"1129";"1";4;49,4117647058823;"1";"1"
"1130";"2";2;69,4117647058823;"4";"4"
"1131";"1";1;85,8823529411765;"4";"4"
"1132";"2";2;60;"1";"2"
"1133";"2";3;64,7058823529412;"2";"4"
"1134";"1";1;65,8823529411765;"1";"4"
"1135";"1";2;80;"5";"4"
"1136";"2";2;88,235294117647;"6";"6"
"1137";"2";2;81,1764705882353;"4";"5"
"1138";"1";3;65,8823529411765;"3";"3"
"1139";"2";6;67,0588235294118;"1";"1"
"1140";"1";3;74,1176470588235;"7";"7"
"1141";"1";2;65,8823529411765;"4";"1"
"1142";"1";2;83,5294117647059;"1";"2"
"1143";"2";3;38,8235294117647;"2";"2"
"1144";"2";2;81,1764705882353;"4";"2"
"1145";"2";1;83,5294117647059;"4";"2"
"1146";"2";4;67,0588235294118;"6";"5"
"1147";"2";4;85,8823529411765;"1";"1"
"1148";"1";2;83,5294117647059;"3";"4"
"1149";"1";3;78,8235294117647;"4";"6"
"1150";"2";1;82,3529411764706;"4";"6"
"1151";"1";2;69,4117647058823;"8";"8"
"1152";"1";2;75,2941176470588;"4";"4"
"1153";"2";4;77,6470588235294;"1";"2"
"1154";"1";1;96,4705882352941;"2";"2"
"1155";"1";4;83,5294117647059;"4";"1"
"1156";"2";3;56,4705882352941;"4";"1"
"1157";"1";3;70,5882352941177;"3";"3"
"1158";"1";3;43,5294117647059;"5";"1"
"1159";"1";3;55,2941176470588;"5";"1"
"1160";"1";2;68,2352941176471;"4";"4"
"1161";"2";2;80;"4";"6"
"1162";"1";2;64,7058823529412;"3";"4"
"1163";"2";1;82,3529411764706;"5";"7"
"1164";"1";1;80;"3";"4"
"1165";"1";4;71,7647058823529;"2";"3"
"1166";"2";4;91,7647058823529;"1";"1"
"1167";"2";2;62,3529411764706;"1";"1"
"1168";"1";1;89,4117647058823;"4";"4"
"1169";"1";5;58,8235294117647;"6";"3"
"1170";"2";2;69,4117647058823;"2";"5"
"1171";"1";1;90,5882352941177;"4";"7"
"1172";"1";2;82,3529411764706;"8";"6"
"1173";"2";3;70,5882352941177;"7";"1"
"1174";"2";2;57,6470588235294;"2";"5"
"1175";"2";4;78,8235294117647;"4";"4"
"1176";"1";1;81,1764705882353;"6";"6"
"1177";"1";2;72,9411764705882;"3";"3"
"1178";"2";3;56,4705882352941;"4";"1"
"1179";"2";2;82,3529411764706;"4";"2"
"1180";"2";2;76,4705882352941;"2";"3"
"1181";"1";3;95,2941176470588;"7";"7"
"1182";"1";3;80;"4";"2"
"1183";"1";2;54,1176470588235;"4";"7"
"1184";"1";2;78,8235294117647;"4";"3"
"1185";"2";3;61,1764705882353;"4";"4"
"1186";"2";3;77,6470588235294;"5";"2"
"1187";"2";2;82,3529411764706;"2";"5"
"1188";"1";2;71,7647058823529;"4";"5"
"1189";"2";4;69,4117647058823;"2";"2"
"1190";"1";2;88,235294117647;"5";"5"
"1191";"2";2;85,8823529411765;"6";"3"
"1192";"2";2;90,5882352941177;"8";"7"
"1193";"1";1;88,235294117647;"3";"3"
"1194";"1";3;74,1176470588235;"2";"6"
"1195";"1";2;83,5294117647059;"2";"4"
"1196";"2";3;75,2941176470588;"4";"6"
"1197";"2";1;68,2352941176471;"2";"2"
"1198";"2";3;81,1764705882353;"6";"6"
"1199";"2";2;54,1176470588235;"2";"1"
"1200";"2";1;62,3529411764706;"4";"2"
"1201";"1";2;81,1764705882353;"4";"1"
"1202";"2";4;91,7647058823529;"6";"2"
"1203";"2";3;51,7647058823529;"2";"1"
"1204";"1";1;89,4117647058823;"6";"3"
"1205";"1";3;76,4705882352941;"1";"4"
"1206";"1";2;76,4705882352941;"4";"2"
"1207";"1";2;80;"1";"2"
"1208";"1";3;52,9411764705882;"1";"1"
"1209";"2";2;89,4117647058823;"4";"2"
"1210";"2";1;71,7647058823529;"4";"6"
"1211";"2";3;81,1764705882353;"8";"7"
"1212";"1";3;64,7058823529412;"1";"2"
"1213";"2";3;76,4705882352941;"2";"1"
"1214";"1";2;80;"3";"6"
"1215";"2";3;76,4705882352941;"3";"2"
"1216";"1";2;77,6470588235294;"6";"8"
"1217";"2";3;82,3529411764706;"6";"4"
"1218";"1";3;62,3529411764706;"4";"4"
